,축제명,개최장소,축제시작일자,축제종료일자,축제내용,주최기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도
1202,제30회 물왕예술제(산현공원),산현공원,2023-05-05,2023-05-07,"물왕예술제(청년예술가 공연, 음악 국악공연)",경기도 시흥시청,031-310-6730,,,경기도 시흥시 목감남서로15,경기도 시흥시 조남동 670,37.375454,126.8511808
1203,제30회 물왕예술제(비둘기공원),비둘기공원,2023-05-12,2023-05-14,"물왕예술제(평면예술, 야외통합전시, 시민참여예술, 아트페스티벌)",경기도 시흥시청,031-310-6730,,,,경기도 시흥시 은행동 551,37.44211319,126.7943282
1204,제30회 물왕예술제(배곧생명공원),배곧생명공원,2023-05-13,2023-05-14,"물왕예술제(대중예술, 무용공연)",경기도 시흥시청,031-310-6730,,,경기도 시흥시 배곧2로 25,경기도 시흥시 정왕동 2506,37.37141025,126.7214786
1205,지구촌 예술축제,배곧생명공원,2023-05-12,2023-05-12,경기예총 지구촌 예술축제,경기도 시흥시청,031-310-6730,,,경기도 시흥시 배곧2로 25,경기도 시흥시 정왕동 2506,37.37141025,126.7214786
1206,2023년 은계호수공원 가을콘서트,은계호수공원,2023-10-07,2023-10-08,시흥예총,경기도 시흥시청,031-310-6731,,,,경기도 시흥시 계수동 716,37.4452555,126.8065816
1221,지구촌 어울림 축제,성남시청 광장 일대,2023-05-21,2023-05-21,세계 문화 전시 체험 및 문화다양성 인식개선 홍보,경기도 성남시청,,,,경기도 성남시 중원구 성남대로 997,경기도 성남시 중원구 여수동 200,37.42017754,127.12628
1222,용연음악회,용연 구름다리 일원,2023-06-03,2023-06-03,클래식 및 국악 공연+민속보존회 풍물놀이+용담동 주민 기타공연 등,제주특별자치도 제주시청 문화예술과,,,,,제주특별자치도 제주시 용담2동 2581,0.0,0.0
1223,한여름밤의 예술공연,탑동해변공연장,2023-07-27,2023-08-02,도내 예술단체 공연(댄스·노래 등),제주특별자치도 제주시청 문화예술과,,,,제주특별자치도 제주시 중앙로 2,,0.0,0.0
1224,아트페스타인제주,탐라문화광장+산지천 일대,2023-10-13,2023-10-22,도내외 미술작가 실내외 전시+시민참여 특별전시 프로그램,제주특별자치도 제주시청 문화예술과,,,,,제주특별자치도 제주시 일도1동 1146-22,0.0,0.0
1225,울산옹기축제,울주군 외고산옹기마을일원,2023-05-05,2023-05-07,웰컴투옹기마을(옹기주제전시+창작공연+옹기토크+옹기테마거리등),(재)울주문화재단,052-204-0355,https://www.onggi.or.kr,,울산광역시 울주군 온양읍 외고산3길 36,울산광역시 울주군 온양읍 고산리 501-18,35.435069,129.2795088
1232,제34회 화도진축제,동인천역북광장,2023-05-19,2023-05-20,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,032-770-6923,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,화도진공원+수도국산달동네박물관+배다리헌책방거리,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297
1233,대천해수욕장 조개구이 한마당,충청남도 보령시 머드테마파크 일원,2023-05-27,2023-05-29,"조개구이 시식체험, 각종 무대행사 등",충청남도 보령시,041-933-7051,,,충청남도 보령시 머드로 123,충청남도 보령시 신흑동 2267-3,36.31554012,126.5108563
1234,제2회 보령AMC모터페스티벌,충청남도 보령시 머드테마파크 일원,2023-05-27,2023-05-29,"튜닝카 전시, 짐카나 대회, 드리프트 쇼런 등",충청남도 보령시,041-939-3006,,,충청남도 보령시 주포면 대학길 106,충청남도 보령시 주포면 관산리 290-1,36.40350777,126.5795708
1235,제26회 보령머드축제,충청남도 보령시 대천해수욕장 일원,2023-07-21,2023-08-06,"머드체험존 등 체험행사, 전시판매 홍보행사, 공연행사 등",충청남도 보령시,041-930-1525,http://www.mudfestival.or.kr,,충청남도 보령시 고잠2길 55,충청남도 보령시 신흑동 2283-1,36.31509639,126.5128975
1238,제93회 춘향제,광한루원+요천로 일원,2023-05-25,2023-05-29,춘향제향+춘향선발대회+춘향국악대전+관광지 홍보+다양한 공연 등,전라북도 남원시청,063-620-5783,,,전라북도 남원시 요천로 1447,전라북도 남원시 천거동 78,35.40413057,127.380504
1239,지리산 바래봉 철쭉제,지리산허브밸리 일원,2023-04-22,2023-05-21,산신제+바래봉 철쭉+지역 농특산품 홍보 등,전라북도 남원시 운봉읍,063-635-0301,,,전라북도 남원시 운봉읍 바래봉길 214,전라북도 남원시 운봉읍 용산리 446-3,35.43509151,127.5486169
1244,구미 독서문화 축제,구미시립도서관 + 형곡공원,2023-10-01,2023-10-31,전시+특강+체험+공연,경상북도 구미시청,054-480-4674,,,경상북도 구미시 경은로 85,,36.1137978,128.3352215
1245,비산나루터 문화축제,비산나루터 체육공원,2023-10-01,2023-10-31,공연+체험+플리마켓,비산동체육회,,,,,경상북도 구미시 비산동 1,36.12390586,128.3839118
1246,구미한가위 전통연희축제,금오산도립공원 분수광장,2023-09-29,2023-09-30,공연+체험,(사)한국전통연희단체 총연합회 경상북도지회,054-457-1082,,,,경상북도 구미시 남통동 289-3,36.11125615,128.3139126
1247,구미 청춘 금오천 2.4km,금오천,2023-03-31,2023-04-04,공연+체험+마켓,경상북도 구미시청,054-451-0414,,,,경상북도 구미시 남통동 414-34,36.12217559,128.3224418
1248,구미 라면축제,구미캠핑장 및 구미역(원평동)일원,2023-11-10,2023-11-12,공연+푸드존,경상북도 구미시청,054-480-2652,,,경상북도 구미시 원남로 8길 13,,36.12629339,128.3309974
1250,제16회 마포나루 새우젓축제,월드컵공원 평화의 광장 일원,2023-10-20,2023-10-22,개장식+기념식+문화행사+체험행사+판매장터 운영 등,서울특별시 마포구청,02-3153-8353,http://www.mapo.go.kr/site/maponarusf/home,,서울특별시 마포구 월드컵로 243-60(성산동),서울특별시 마포구 성산동 390-1,0.0,0.0
1251,신년해맞이축제,하늘공원,2024-01-01,2024-01-01,일출감상,서울특별시 마포구청,02-3153-8353,,,서울특별시 마포구 하늘공원로 95,서울특별시 마포구 상암동 481-72,0.0,0.0
1252,제16회_정남진_장흥_물축제,탐진강+편백숲우드랜드,2023-07-29,2023-08-06,살수대첩+지상최대의물싸움+황금물고기를잡아라+수중줄다리기+워터락풀파티+별밤수다쟁이+지상최대의워터붐,물축제추진위원회,061-860-5771,https://www.jangheung.go.kr/festival,,,전라남도 장흥군 장흥읍 건산리 805,0.0,0.0
1253,제6회_회령포_문화축제,회령진성+회진항_물양장,2023-08-31,2023-09-02,삼도수군통제사_입성식+시가행렬+풍물패길놀이+씻김굿+12척배_해상퍼레이드+저잣거리_음식부스_운영,회령포 문화축제 추진위원회,061-860-5764,https://www.jangheung.go.kr/festival,,,전라남도 장흥군 장흥읍 건산리 805,0.0,0.0
1254,제4회 新송도해변축제,송도 달빛공원 일원,2023-07-29,2023-08-06,물놀이 및 인공해변 체험 축제,인천광역시 연수구청,032-749-7332,,,,인천광역시 연수구 송도동 1,37.39543995,126.6593123
1255,제11회 연수 능허대 문화축제,송도 달빛공원 일원,2023-10-06,2023-10-08,능허대 소재 체험프로그램+문화공연 등,인천광역시 연수구청,032-749-7332,,,,인천광역시 연수구 송도동 1,37.39543995,126.6593123
1256,서울장미축제,서울장미공원,2023-05-13,2023-05-28,장미 개화시기에 맞춰 중랑천 둔치와 수림대 공원에서의 특설 무대 공연과 포토존 및 조각전 등 5.15km 장미터널을 활용한 서울 대표 문화축제,중랑문화재단,02-3407-6531,https://www.jungnang.go.kr/seoulRose/main.do?menuNo=201121+,,서울특별시 중랑구 중랑천로 332,서울특별시 중랑구 묵동 378,37.6148099,127.073526
1257,용마폭포 문화예술축제,용마폭포공원,2023-10-07,2023-10-08,클래식·성악 등 가을 분위기에 어울리는 공연+각종 체험행사 등,중랑문화재단,02-3407-6532,https://www.jnfac.or.kr/festival/yongma_info.html,,서울특별시 중랑구 용마산로 250-12,서울특별시 중랑구 면목동 산 1-4,37.573335,127.089125
1258,청남대 영춘제,청남대 일원,2023-04-22,2023-05-07,문화예술공연+미술작품 기획전+푸드존+와인페스티벌+지역특산물 홍보 판매장 등,충청북도,043-257-5080,https://chnam.chungbuk.go.kr/index.donone,,충청북도 청주시 상당구 문의면 청남대길 646,충청북도 청주시 상당구 문의면 신대리 산26-1,36.4622489,127.490095
1259,충주DIVE페스티벌,"탄금호조정경기장, 중앙탑공원 일원",2023-06-15,2023-06-18,수상공연+버스킹+매직저글링+마임+한국무용 등,충청북도 충주시청,043-850-6720,http://cjlake.kr/2022/,,충청북도 충주시 중앙탑면 중앙탑길 150,충청북도 충주시 중앙탑면 탑평리 137,37.02308381,127.8619248
1260,속리산 신화여행축제,"속리산 잔디공원, 법주사 일원",2023-06-09,2023-06-11,천왕봉 산신제+영신행사+비빔밥 파티+팔상전탑돌이+민속경연대회 등,충청북도 보은군청,043-540-3372,https://www.tourboeun.go.kr/prog/tursmCn/tour/sub01_06/view.do?cntno=106,,충청북도 보은군 보은읍 군청길 38,충청북도 보은군 보은읍 이평리 45,36.48970363,127.7297482
1261,보은대추축제,뱃들공원 및 속리산 일원,2023-10-13,2023-10-22,예술공연+전국캠핑대회+피크닉존+버스킹공연+민속소싸움대회+속리산 단풍가요제 등,충청북도 보은군청,043-540-3392,http://www.boeunjujube.com/,,충청북도 보은군 보은읍 군청길 38,충청북도 보은군 보은읍 이평리 45,36.48970363,127.7297482
1262,지용제,지용생가 등 구읍 일원,2023-09-07,2023-09-10,지용문학상 시상식+정지용 음악회 전국시조경창대회+정지용시 낭송대회 등,"충청북도 옥천군청, 옥천문화원",043-733-5588,http://gy-festival.okcc.or.kr/,,충청북도 옥천군 옥천읍 관성로 35,충청북도 옥천군 옥천읍 문정리 476,36.3020368,127.5731251
1263,영동포도축제,영동레인보우힐링관광지 일원,2023-08-01,2023-08-01,포도밟기체험+포도따기체험+추풍령가요제+난전시 등,충청북도 영동군청,043-740-3214,,,충청북도 영동군 영동읍 영동황간로 122,충청북도 영동군 영동읍 매천리 313,36.16401625,127.7819484
1264,증평인삼골축제,보강천미루나무숲 일원,2023-10-01,2023-10-01,홍삼포크삼겹살대잔치+인맥파티+장뜰두레농요시연+인삼골장사씨름대회 등,증평문화원,043-835-4112,http://www.jeungpyeongfestival.com/,,충청북도 증평군 증평읍 문화로 7,충청북도 증평군 증평읍 증평리 563,36.78038628,127.5885595
1265,생거진천농다리축제,농다리 일원,2023-05-26,2023-05-28,상여다리 건너기+농다리 놓기 재연+농사철 다리밟기+농다리 씨름대회 등,진천문화원,043-539-3603,https://www.jincheon.go.kr/site/culture/sub.do?menukey=3830,,충청북도 진천군 문백면 농다리로 1032-11,충청북도 진천군 문백면 구산동리 135,36.82909824,127.4908257
1266,괴산고추축제,유기농엑스포광장 일원,2023-09-01,2023-09-01,고추장담그기체험 깜짝고추경매 황금고추를찾아라 속풀이고추난타 등,충청북도 괴산군청,043-830-3463,https://www.goesanfestival.com/,,충청북도 괴산군 괴산읍 임꺽정로 90,충청북도 괴산군 괴산읍 서부리 125,36.81574898,127.787533
1267,음성품바축제,음성설성공원,2023-05-17,2023-05-21,전국 품바 길놀이 퍼레이드 글로벌 품바 래퍼 경연대회 품바뮤지컬 품바왕 선발대회 등,음성군축제추진위원회,043-871-3402,https://pumba.kr/,,충청북도 음성군 음성읍 설성공원길 28,충청북도 음성군 음성읍 읍내리 817-242,36.93278892,127.6910199
1268,단양온달문화축제,온달관광지 및 단양읍 일원,2023-10-06,2023-10-09,온달장군출정식+온달평강퍼레이드+국악버스킹+고구려복식체험 등,온달문화축제추진위원회,043-420-2552,https://www.danyang.go.kr/ondal/628,,충청북도 단양군 단양읍 중앙1로 10,충청북도 단양군 단양읍 별곡리 300,36.98455598,128.3663012
1269,담양대나무축제,죽녹원 및 관방제림 일원,2023-05-03,2023-05-07,대나무 관련 전시+체험+공연+판매 등,전라남도 담양군,061-380-3152,www.bamboofestival.co.kr,,전라남도 담양군 담양읍 메타프로방스 1길 17,전라남도 담양군 담양읍 학동리 586-1,35.32260525,127.0018114
1270,담양산타축제,담양 원도심 및 메타프로방스 일원,2023-12-23,2023-12-25,크리스마스거리조성+크리스마스마켓 운영 등,전라남도 담양군,061-380-3152,,,전라남도 담양군 담양읍 메타프로방스 1길 17,전라남도 담양군 담양읍 학동리 586-1,35.32260525,127.0018114
1271,추월산벚꽃축제,용면 추월산광장 일원,2023-04-08,2023-04-09,벚꽃노래자랑+특산품판매 등,전라남도 담양군,061-380-3152,,,전라남도 담양군 용면 추월산로 369,전라남도 담양군 용면 추성리 478-1,35.36483985,126.9872053
1272,창평전통음식문화축제,창평슬로시티 일원,2024-10-01,2024-10-30,슬로푸드전시+체험+판매 등,전라남도 담양군,061-380-3152,,,전라남도 담양군 창평면 돌담길 56-24,전라남도 담양군 창평면 창평리 113-1,35.23525084,127.017861
1273,가로수사랑음악회,메타세쿼이아길 일원,2023-11-01,2023-11-30,지역출신가수공연+특집라디오공개방송 등,전라남도 담양군,061-380-3152,,,전라남도 담양군 담양읍 지침3길 7-5,전라남도 담양군 담양읍 지침리 132-28,35.31617363,126.9840063
1274,고서포도축제,고서면 증암천변 일원,2023-08-01,2023-08-30,특산품 홍보+판매,전라남도 담양군,061-380-3152,,,전라남도 담양군 고서면 가사문학로 325,전라남도 담양군 고서면 동운리 583-4,35.22370105,126.9729391
1275,춘장대해수욕장 여름문화예술축제,춘장대해수욕장 중앙광장,2023-07-01,2023-07-01,한여름밤의 트롯이야기+춘장대 시네마+춘장대 푸파 페스티벌 등,충청남도 서천군,041-950-4016,http://tour.seocheon.go.kr,,충청남도 서천군 서면 춘장대길 20,충청남도 서천군 서면 도둔리 1319,36.16334922,126.5243355
1276,자연산 광어.도미 축제,서면 마량포구 일원,2023-05-13,2023-05-28,맨손으로 광어잡기 체험+기념공원에서 보물찾기,서면개발위원회,041-950-4016,http://tour.seocheon.go.kr,,충청남도 서천군 서면 서인로 56,충청남도 서천군 서면 마량리 339-6,36.1293642,126.5036472
1277,마량포 해넘이.해돋이 축제,서면 마량포구 일원,2023-12-01,2024-01-01,새해 떡국나눔행사+불꽃놀이+버스킹 공연+소원등 달기,충청남도 서천군,041-950-4016,http://tour.seocheon.go.kr,,충청남도 서천군 서면 서인로 56,충청남도 서천군 서면 마량리 339-6,36.1293642,126.5036472
1278,홍원항 자연산 전어.꽃게 축제,서면 홍원항 일원,2023-09-01,2023-09-01,맨손으로 전어 잡기 체험+추억의 놀이 체험+숨겨진 보물을 찾아라+비눗방울 놀이 등,홍원항마을축제추진위원회,041-950-4016,http://tour.seocheon.go.kr,,충청남도 서천군 서면 홍원길 130-3,충청남도 서천군 서면 도둔리 1222-7,36.1588618,126.4992204
1279,한산모시문화제,한산모시관 일원,2023-06-09,2023-06-11,한산모시를 주제로 하는 다양한 프로그램 운영,충청남도 서천군,041-950-4256,www.hansanmosi.kr/,,충청남도 서천군 한산면 충절로 1089,충청남도 서천군 한산면 지현리 60-1,36.0799445,126.7987047
1280,서천철새여행,조류생태전시관 일원,2023-11-01,2023-11-01,철새 탐조 및 철새 관련 문화행사,충청남도 서천군,041-950-4256,http://tour.seocheon.go.kr,,충청남도 서천군 마서면 장산로 916,충청남도 서천군 마서면 도삼리 59,36.02280046,126.7426918
1281,서천군 동백꽃 주꾸미 축제,서면 마량포구 일원,2023-03-18,2023-04-02,주꾸미 잡기 체험+각종 체험 프로그램 등,충청남도 서천군,041-950-4016,http://tour.seocheon.go.kr,,충청남도 서천군 서면 서인로 56,충청남도 서천군 서면 마량리 339-6,36.1293642,126.5036472
1282,광양매화축제,다압면 섬진마을 일원,2023-03-10,2023-03-19,공연+경연+체험+전시+판매+부대행사,전라남도 광양시청,061-797-2721,http://www.gwangyang.go.kr/tour_culture,,전라남도 광양시 시청로 33,전라남도 광양시 중동 1313,34.94063056,127.6959675
1283,광양천년동백축제,옥룡면 동백림 일원,2023-03-25,2023-03-26,공연+경연+체험+전시+판매+부대행사,전라남도 광양시청,061-797-2603,http://www.gwangyang.go.kr/tour_culture,,전라남도 광양시 옥룡면 신재로 624,전라남도 광양시 옥룡면 운평리 262,35.01695051,127.6192703
1284,백운산국사봉철쭉제,옥곡면 국사봉랜드,2023-04-01,2023-04-01,공연+경연+체험+전시+판매+부대행사,전라남도 광양시청,061-797-4233,http://www.gwangyang.go.kr/tour_culture,,전라남도 광양시 옥곡면 옥진로 665-1,전라남도 광양시 옥곡면 수평리 131-3,34.98936299,127.7001825
1285,2023 관악강감찬축제,낙성대공원+별빛내린천,2023-10-13,2023-10-15,고려 명장 강감찬 장군의 호국정신을 기리고자 개최되는 서울의 대표적인 역사문화축제이자_관악구민이 함께 만들고 즐기는 축제,서울특별시 관악구청,02-828-5763,https://ggcfest.com/,,서울특별시 관악구 낙성대로 77,서울특별시 관악구 봉천동 738-329,37.47197208,126.959371
1286,광양전어축제,진월면 망덕포구 일원,2023-09-01,2023-09-01,공연+경연+체험+전시+판매+부대행사,전라남도 광양시청,061-797-3679,http://www.gwangyang.go.kr/tour_culture,,전라남도 광양시 진월면 망덕길 265,전라남도 광양시 진월면 망덕리 12-1,34.97164706,127.7587907
1287,광양숯불구이축제,광양읍 서천변 일원,2023-10-01,2023-10-01,공연+경연+체험+전시+판매+부대행사,전라남도 광양시청,061-797-4903,http://www.gwangyang.go.kr/tour_culture,,전라남도 광양시 광양읍 남등길 6,전라남도 광양시 광양읍 칠성리 946,34.9733415,127.5810489
1288,섬 수선화 축제,지도읍 선도리 일원,2023-03-30,2023-04-09,자전거투어+꽃팔찌만들기체험+꽃차시음+체험프로그램+전시공연행사,전라남도 신안군청,,https://tour.shinan.go.kr/,,전라남도 신안군 지도읍 선도길 72-26,,0.0,0.0
1289,섬 튤립축제,1004섬 튤립홍매화정원(임자도대광해변일원),2023-04-07,2023-04-16,특별기획전+미디어아트상설전+나만의가훈갖기+튤립식재체험행사,전라남도 신안군청,061-240-4041,https://tour.shinan.go.kr/,,전라남도 신안군 임자면 대광해수욕장길 179,,35.10291276,126.0725117
1290,전국 새우란 축제,1004뮤지엄파크,2023-04-14,2023-04-23,공연행사+새우란네일아트+나만의티셔츠만들기+목공예체험,전라남도 신안군청,,https://tour.shinan.go.kr/,,전라남도 신안군 자은면 자은서부2길 508-65,,0.0,0.0
1291,흑산홍어축제,흑산도,2023-05-05,2023-05-06,홍어 시식회+홍어요리 전시관+풍어제+흑산도아가씨노래자랑+주민윷놀이대회+홍어OX퀴즈,전라남도 신안군청,,https://tour.shinan.go.kr/,,,전라남도 신안군 흑산면 예리 173-55,0.0,0.0
1292,퍼플섬 라벤더 축제,안좌면 박지도 일원,2023-05-19,2023-06-06,라벤더향만들기+땅콩아트+꽃길버스킹+라벤더아이스크림판매+유정란판매,전라남도 신안군청,,https://tour.shinan.go.kr/,,전라남도 신안군 안좌면 소곡두리길 257-35,,0.0,0.0
1306,희망달서 큰잔치,달서아트센터,2023-10-13,2023-10-15,희망가득체험부스 + 다문화 어울림제 + 축하 콘서트 등,(재)달서문화재단,053-584-9711,http://www.dscf.or.kr,,대구광역시 달서구 문화회관길 160(장기동),대구광역시 달서구 장기동 722-1,35.84342427,128.5228246
1307,영암왕인문화축제,왕인박사유적지 일원,2023-03-30,2023-04-02,6개 부문 57종 프로그램 운영,전라남도 영암군청,061-470-2259,www.왕인문화축제.kr,,전라남도 영암군 군서면 왕인로 440,전라남도 영암군 군서면 동구림리 산 17,34.75653038,126.6291211
1308,제8회 사천비토섬별주부전축제,서포면,2023-03-31,2023-04-01,지신밟기+용왕제+경창+사물놀이+국악공연,별주부전축제추진위원회,,,,경상남도 사천시 거북길 455,경상남도 사천시 서포면 비토리 14-13,0.0,0.0
1309,제25회 사천와룡문화제,사천시청 광장 일원,2023-04-28,2023-04-30,합동공연+가요제+경창+백일장+웅변,경상남도 사천시청,,,,경상남도 사천시 용현면 시청로 77,,0.0,0.0
1310,선진리성벚꽃축제,선진리성,2023-04-01,2023-04-01,국궁활쏘기+테라리움+체험+전시+악기연주+노래자랑,선진리성벚꽃축제추진위원회,,,,경상남도 사천시 선진안길 83-28,경상남도 사천시 용현면 선진리 770,0.0,0.0
1311,사천읍성 문화축제,사천읍,2023-09-22,2023-09-23,미정,사천읍성문화축제추진위원회,,,,경상남도 사천시 사천읍 수양공원길 51,,0.0,0.0
1312,사천예술제,사천문화예술회관 대공연장,2023-11-04,2023-11-04,문화공연,한국예총사천시지부,,,,경상남도 사천시 삼천포대교로 471,,0.0,0.0
1313,천령문화제,함양상림공원일원,2023-05-05,2023-05-09,고유제+축하공연+버스킹공연+학술대회+야간 빛축제+문화예술단체 전시,경상남도 함양군,055-960-4510,,,,경상남도 함양군 함양읍 교산리 1047-2,35.52372642,127.7218597
1314,함양연암문화제,안의면 오리숲일원,2023-08-25,2023-08-26,학술대회+연암역사 퀴즈대회+연암 부임행차+연암제례+축하공연+군민노래자랑,경상남도 함양군,055-960-4510,,,,경상남도 함양군 안의면 금천리 241,35.63129664,127.812171
1315,제24회음성품바축제,설성공원및꽃동네일원,2023-05-17,2023-05-21,"글로벌품바래퍼경연대회, 품바라이브 등 공연 및 체험",음성군 축제추진 위원회,043-873-2241,http://www.pumba21.com/,문화관광축제및충청북도최우수축제,충청북도 음성군 음성읍 예술로 102,충청북도 음성군 음성읍 읍내리 366-17,36.93152313,127.6806296
1316,제42회설성문화제,설성공원일원,2023-10-12,2023-10-15,"민속예술한마당놀이, 군민노래자랑 등 각종 체험",음성군 축제추진 위원회,043-872-4084,http://eumseong.kccf.or.kr,4년만에대면개최,충청북도 음성군 음성읍 수정로 38,충청북도 음성군 음성읍 읍내리 446-1,36.93427623,127.6906949
1317,2023 태화강마두희축제,울산 중구 성남동 일원,2023-06-23,2023-06-25,큰줄다리기+부대행사,태화강마두희축제추진위원회,052-290-3662,,,울산광역시 중구 시계탑거리 4,,35.55511722,129.3216061
1318,2023년 외솔한글한마당,외솔기념관 및 중구 원도심 일원,2023-10-06,2023-10-09,한글을 주제로 한 전시+체험+경연+공연,ubc 울산방송,052-290-3642,,,울산광역시 중구 시계탑거리 4,,35.55511722,129.3216061
1319,2023 문화의거리 현대미술제,울산 중구 문화의거리,2023-05-13,2023-05-21,갤러리+거리 미술작품 전시,경상일보,052-290-3666,,,울산광역시 중구 시계탑거리 4,,35.55511722,129.3216061
1320,2023년 울산병영3.1만세운동 제23회 재현행사,울산 중구 병영 일원,2023-04-05,2023-04-06,위령제+추모제+삼일만세운동재현행사+부대행사,중구문화원,052-290-3664,,,울산광역시 중구 병영성13길 2,울산광역시 중구 서동 311 병영초등학교,35.57492612,129.3454467
1321,제10회 서울동화축제,어린이대공원,2023-05-06,2023-05-07,어린이를 위한 동화 축제 개최,서울특별시 광진구청,02-450-7596,,,서울특별시 광진구 능동로216,,0.0,0.0
1322,제5회 명품한강 장미축제,자양3동 현대6차~8차 아파트사이,2023-05-20,2023-05-20,장미를 테마로 한 자양3동 주민이 화합하여 만드는 마을축제,자양3동문화행사위원회,02-450-1803,,,서울특별시 광진구 자양번영로3길 66,,0.0,0.0
1323,제5회 홍천산나물축제,강원도 홍천군 도시산림공원 토리숲일원,2023-04-28,2023-04-30,무대행사+홍천 산나물 판매+체험행사+산양삼 홍보 등,강원도 홍천군청,033-439-5853,https://www.hccf.or.kr/Home/H10000/H10600/html,,,강원도 홍천군 홍천읍 갈마곡리 497,0.0,0.0
1324,진주남강유등축제,진주성 + 진주남강일원,2023-10-08,2023-10-22,초혼점등+소망등 달기+추억의 유등띄우기+창작등 만들기+한국등 및 세계뭉풀등 전시+불꽃놀이+항공미디어아트 드론라이트 쇼+체험행사 및 부대행사,경상남도 진주시청+진주문화예술재단,055-755-9111,http://www.yudeung.com,,경상남도 진주시 남강로 626,경상남도 진주시 본성동 415,0.0,0.0
1325,개천예술제,진주시 일원,2023-10-13,2023-10-22,서제+개제식+가장행렬+예술경연+각종전시+종야축제+예술문화행사+진주대첩 승전기념행사 등,경상남도 진주시청 + (사)한국예총 진주지회,055-752-0111,http://www.gaecheonart.com,,경상남도 진주시 남강로 626,경상남도 진주시 본성동 415,0.0,0.0
1326,코리아드라마페스티벌,경남문화예술회관+경상국립대학교+장대동 남강둔치 일원,2023-10-13,2022-10-22,코리아드라마어워즈+ KDF콘서트+ 드라마영상국제포럼+ 부대행사 등,(사)코리아드라마페스티벌 조직위원회,055-755-2363,http://www.kdfo.org,,,경상남도 진주시 장대동 356-17,0.0,0.0
1327,진주논개제,진주성 일원,2023-05-05,2023-05-08,헌다례 및 신위순행+ 의암별제+ 실경역사뮤지컬 의기논개+ 전통놀이 체험 등,경상남도 진주시청,055-795-3213,http://jjcc.or.kr/,,경상남도 진주시 남강로 626,경상남도 진주시 본성동 415,0.0,0.0
1328,진주 M2(뮤직&미디어)페스티벌,진주시 망경동 남강둔치(중앙광장 아래),2023-08-04,2023-08-06,"수상무대공연(대학동아리팀 및 가수초청공연)+미디어아트쇼+수상체험 프로그램(카약+패들보트+드래곤보트), 푸드존 등 부대행사",㈜KNN,055-273-1058,http://jinjumusic.com/index.php,,경상남도 진주시 강남로 320 아래 둔치,경상남도 진주시 망경동 110-1 아래 둔치,0.0,0.0
1331,진주국제농식품박람회,진주종합경기장,2023-11-08,2023-11-12,테마별 전시관+목장체험+농업실내체험+해외문화 특별전시+해회시장판로개척 수출상담회+토종농산물종자전시회 등 부대행사,경상남도청+경상남도 진주시청,,,,경상남도 진주시 동진로 415,경상남도 진주시 충무공동 8,0.0,0.0
1335,보수동책방골목문화축제,보수동책방골목 및 문화관,2023-10-13,2023-10-15,책읽는마을 심포지엄+공연행사+체험 등,보수동 책방골목 번영회,051-253-7220,http://www.bosubook.com/,,부산광역시 중구 흑교로46번길 11,부산광역시 중구 보수동1가 119-6,35.10362715,129.0261809
1336,부산국제영화제 전야제,BIFF광장일원,2023-10-04,2023-10-04,축하공연,(사) 부산국제영화제,051-709-2091,https://www.biff.kr,,부산광역시 중구 비프광장로 36,부산광역시 중구 남포동5가 18-1,35.09862035,129.0287588
1337,부산자갈치축제,자갈치시장 및 유라리광장 일원,2023-10-12,2023-10-15,개막식+길놀이+체험프로그램 등,(사)부산자갈치문화관광축제위원회,051-243-9363,http://www.ejagalchi.com/,,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,35.0966394,129.0305933
1338,광복로겨울빛트리축제,광복로 및 중구 관내 일원,2023-12-01,2024-01-31,일루미네이션 크리스마스트리장식+성탄음악행사+시민참여행사+점등식 등,부산광역시 중구청,051-464-0112,,,부산광역시 중구 광복중앙로 2,부산광역시 중구 광복동2가 6-5,35.0995432,129.0314651
1339,2023 해운대카운트다운&해맞이축제,"해운대해수욕장, 구남로 등",2023-01-01,2023-01-01,카운트다운 행사+해맞이 행사+부대 프로그램 등,부산광역시 해운대구청,051-749-4062,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1340,제38회 해운대 달맞이온천축제,해운대해수욕장,2023-02-03,2023-02-05,길놀이 행사+달집태우기+개막행사+무대공연 등,사단법인 해운대지구발전협의회,051-749-4062,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1341,제18회 해운대 모래축제,"해운대 해수욕장, 구남로",2023-05-19,2023-05-22,모래작품 전시+체험프로그램+플라워카펫 등,부산광역시 해운대구청,051-749-4062,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1342,제18회 국제매직페스티벌,"해운대해수욕장,구남로",2023-07-01,2023-07-01,매직버스킹공연+무대공연+경연대회 등,부산국제매직페스티벌조직위원회,051-749-4061,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
