,축제명,개최장소,축제시작일자,축제종료일자,축제내용,주최기관,전화번호,주소,위도,경도
550,동작구 도서관 축제,보라매공원,2020-05-30,2020-05-30,도서관 홍보+도서전시+공연+체험프로그램 운영 등,동작구도서관협의회,02-820-1294,서울특별시 동작구 노량진로 74,37.51272028,126.9340267
1079,2017 광복기념음악회,안양아트센터 관악홀,2017-08-15,2017-08-15,안양필하모닉 오케스트라연주+ 안양시립합창단 공연 등 (우천으로 안양아트센터 관악홀 실내 진행),(재)안양문화예술재단,031-687-0500,경기도 안양시 만안구 문예로 36번길 16,37.38458779,126.9313651
205,관악강감찬축제,관악구 일대,2022-10-14,2022-10-16,"강감찬 장군 출병식 및 전승행렬 거리 퍼레이드, 고려마을 테마 체험부스, 강감찬 장군 추모제향 등 다채로운 행사 진행",관악구청,02-828-5762,서울특별시 관악구 신원로 35,37.48239144,126.9290234
801,2016 제5회 안양공공예술프로젝트,안양예술공원,2016-10-15,2016-12-15,개막식+ 체험부스운영+ 공공예술작품 전시 및 공연,경기도 안양시,031-687-0916,경기도 안양시 만안구 예술공원로 180(안양동),37.4194056,126.925606
446,제1회 성산조개바당축제,성산읍 내수면 모래갯벌,2022-07-15,2022-07-16,조개잡기 체험+수상레저 체험,제주특별자치도 서귀포시 성산읍,064-760-2682,제주특별자치도 서귀포시 성산읍 고성리 263,33.455332,126.925521
1035,제24회 화성 효 마라톤 대회,화성종합경기타운,2023-10-07,2023-10-07,마라톤 대회,경기도 화성시,031-5189-6193,경기도 화성시 향남읍 향남로 470,37.13754375,126.9242565
1037,2023 화성시민 한마음 체육대회,화성종합경기타운,2023-10-14,2023-10-15,종목별 대회,경기도 화성시,031-5189-6193,경기도 화성시 향남읍 향남로 470,37.13754375,126.9242565
581,구시청나이트페스티벌,아시아음식문화지구,2023-07-14,2023-07-15,아시아+음식+문화를 주제로 한 상설축제 4회 개최,광주광역시 동구,062-608-2413,광주광역시 동구 서남로 1(동구청),35.1461414,126.9230951
582,구시청나이트페스티벌,아시아음식문화지구,2023-09-22,2023-09-23,아시아+음식+문화를 주제로 한 상설축제 4회 개최,광주광역시 동구,062-608-2413,광주광역시 동구 서남로 1(동구청),35.1461414,126.9230951
583,2023 광주문화재야행,재명석등+광주읍성유허 등,2023-06-16,2023-06-17,문화재를 활용한 야간문화 향유 프로그램 운영,광주광역시 동구,062-608-2403,광주광역시 동구 서남로 1(동구청),35.1461414,126.9230951
584,제20회 광주 추억의 충장축제,5.18민주광장 및 국립아시아문화전당+충장로+금남로+예술의 거리 등 광주 일원,2023-10-05,2023-10-09,공식행사+퍼레이드+전시+공연+체험+국제교류행사 등,광주광역시 동구,062-608-4673,광주광역시 동구 서남로 1(동구청),35.1461414,126.9230951
585,제2회 광주 버스킹 월드컵,금남로+5.18 민주광장 등 광주 전역,2022-10-01,2022-10-09,토너먼트 방식(온라인 예선을 거쳐 본선 진행)의 버스킹 공연,광주광역시 동구,062-608-4683,광주광역시 동구 서남로 1(동구청),35.1461414,126.9230951
198,충장축제,광주광역시 동구 충장로,2022-10-13,2022-10-17,7080 레트로 축제,광주 동구청,062-608-2422,광주광역시 동구 서남로 1(서석동),35.1461417,126.9230932
396,돗자리 야외 영화제,광주 동구 화산로 318-26 용산체육공원,2019-06-01,2019-06-01,야외영화 상영,광주 동구청,062-608-2413,광주광역시 동구 서남로 1(서석동),35.1461417,126.9230932
691,충장축제,광주광역시 동구 충장로,2021-10-13,2021-10-17,7080 레트로 축제,광주 동구청,062-608-2422,광주광역시 동구 서남로 1(서석동),35.1461417,126.9230932
330,평택호물빛축제,평택호관광단지일원,2022-09-23,2022-09-24,불꽃놀이+공연+체험+먹거리,경기도 평택시청+평택호물빛축제추진위원회,031-8053-3544,경기도 평택시 현덕면 평택호길 159,36.92144157,126.9222259
398,온라인 어린이 가족문화축제 How fun 7,온라인,2021-08-04,2021-08-08,온라인 어린이 가족문화 축제,아시아문화원,1899-5566,광주광역시 동구 문화전당로 38,35.14691559,126.9199945
399,2021  ACC  뮤직페스티벌,광주광역시 동구 국립아시아문화전당 어린이극장 어린이문화원,2021-08-20,2021-08-22,뮤직페스티벌,국립아시아문화전당,062-601-4621,광주광역시 동구 문화전당로 38,35.14691559,126.9199945
531,동작가족한마음축제,보라매공원,2019-10-19,2019-10-19,구민체육대회+축하공연+동작가족미니랜드+주민체험부스 운영 등,동작구 체육회,02-820-1321,서울특별시 동작구 여의대방로20길 33,37.49538106,126.9189142
588,화순고인돌문화축제,고인돌 유적지 일원,2022-08-01,2022-11-01,식전공연+고인돌이야기재현+솟대세우기+사진전+민속놀이+체육대회,전라남도 화순군청+화순고인돌문화축제추진위원회,061-379-5070,전라남도 화순군 도곡면 고인돌1로 186-50,34.98559855,126.9185943
316,광주문화재야행,광주광역시 동구 문화전당로 38,2021-09-03,2012-09-17,야간문화 향유 및 체험,광주 동구청,062-608-8919,광주광역시 동구 예술길 18-1(궁동),35.15009066,126.918158
89,광주 프린지 페스티벌 남구 유안근린공원,광주광역시 남구 유안근린공원,2021-08-28,2021-08-28,"예술작품, 체험, 플리마켓, 야외공연",광주광역시,062-670-7983,광주광역시 남구 봉선로 195,35.12316806,126.9166047
269,제17회 영등포 여의도 봄꽃축제,여의서로 벚꽃길,2023-04-04,2023-04-09,"벚꽃축제, 공연/전시/체험, 아트/푸드마켓 등","영등포구청, 영등포문화재단",02-2670-3128,서울특별시 영등포구 의사당대로 1,37.5329136,126.9164036
35,굿모닝양림축제,양림동 일원,2022-10-12,2022-10-30,문화인물전시+공연+인문학 강의+체험행사,광주광역시 남구,062-607-2312,광주광역시 남구 백서로 92-8,35.14019141,126.9163647
88,광주 프린지 페스티벌 동구,광주광역시 동구 푸른길공원(지역이동하여 개최),2021-07-17,2021-07-17,"예술작품, 체험, 플리마켓, 야외공연",광주광역시,062-670-7983,광주광역시 동구 독립로 380,35.16426707,126.9160455
85,굿모닝양림,광주광역시 남구 양림동66번지,2020-11-07,2020-11-28,"전시, 공연, 체험행사",광주광역시 남구,062-671-7356,광주광역시 남구 백서로86,35.140085,126.9157016
457,제21회 부여서동연꽃축제,서동공원(궁남지 일원),2023-07-13,2023-07-16,경관조성+공연·경연·체험 등,충청남도 부여군,041-830-2209,충청남도 부여군 부여읍 동남리 117,36.2696766,126.912263
456,2023 부소산 봄 나들이 축제,"관북리 유적, 부소산성 일원",2023-05-05,2023-05-07,공연·경연·체험+감성피크닉+경관조성 등,충청남도 부여군,041-830-2823,충청남도 부여군 부여읍 구아리 46-5,36.28516562,126.910939
397,광주 프린지 페스티벌,광주 동구 계림동 730 푸른길공원(지역이동하여 개최),2021-07-03,2021-10-02,거리예술축제,광주강역시,062-670-9647,광주광역시 남구 천변좌로 338번길 7,35.14790588,126.9078967
960,2018 광복기념음악회,병목안시민공원,2018-08-15,2018-08-15,뮤지컬 그룹 플래티넘+ 안양시립합창단 공연 등,경기도 안양시+안양축제추진위원회,031-687-0500,경기도 안양시 만안구 병목안로 215,37.38528888,126.9076745
964,2019 광복기념음악회,병목안시민공원,2019-08-15,2019-08-15,뮤지컬 그룹 플래티넘+ 안양시립합창단 공연 등,경기도 안양시+안양축제추진위원회,031-687-0500,경기도 안양시 만안구 병목안로 215,37.38528888,126.9076745
1023,2016 광복기념음악회,병목안시민공원,2016-08-15,2016-08-15,안양필하모닉 오케스트라연주+ 트럼펫연주곡+ 안양시립합창단 공연등,(재)안양문화예술재단,031-687-0500,경기도 안양시 만안구 병목안로 215,37.38528888,126.9076745
458,2023 백제문화제,"구드래, 신리, 관북리 유적 등 부여군 일원",2023-09-23,2023-10-09,제례·불전+퍼레이드+전시·체험+공연+경연 등,충청남도+충청남도 부여군+충청남도 공주시,041-830-2208,충청남도 부여군 부여읍 백강로 135,36.28711682,126.9048787
303,양동통맥축제,양동전통시장 6번도로 일원,2023-04-07,2023-10-28,통닭판매부스+상설공연+버스킹무대 등,(재)광주경제고용진흥원,062-360-7683,광주광역시 서구 천변좌로 238,35.15390267,126.9025537
1191,제12회 혼인지축제,성산읍 온평리 일원 (황루알~혼인지),2022-10-15,2022-10-16,길트기+삼공주 추원제+민속경기+향토음식경연 등,성산읍 온평리 마을회,064-760-4282,제주특별자치도 서귀포시 성산읍 온평애향로23번길 6,33.40812252,126.9001736
563,제24회 용전들노래 정기공연,용전동 용전마을 일원,2023-07-01,2023-07-31,용전들노래재현+체험마당 공연 등,광주광역시 북구청,062-410-8369,광주광역시 북구 용전마을길 42(용전동),35.23893658,126.8973084
1095,용전들노래 가을걷이 한마당,용전동 용전마을 일원,2023-10-01,2023-10-31,용전들노래재현+체험마당 공연 등,광주광역시 북구청+광주광역시,062-410-8369,광주광역시 북구 용전마을길 42(용전동),35.23893658,126.8973084
354,2023 안양충훈벚꽃축제,안양충훈2교일대,2023-04-08,2023-04-09,벚꽃콘서트+ 버스킹공연+ 벚꽃체험부스+ 푸드트럭&먹거리+ 벚꽃컬러링북+ SNS이벤트 등,안양시+안양충훈벚꽃축제추진위원회,031-687-0500,경기도 안양시 만안구 석수로 159,37.40461526,126.8961574
803,2017 안양충훈벚꽃축제,안양충훈2교일대,2017-04-07,2017-04-09,축하공연+ 안양꽃길걷기대회+ 안양꽃길그리기+ 어린이벼룩시장+ 거리공연+ 체험부스 등,안양시+안양충훈벚꽃축제추진위원회,031-687-0500,경기도 안양시 만안구 석수로 159,37.40461526,126.8961574
962,2019 안양충훈벚꽃축제,안양충훈2교일대,2019-04-05,2019-04-07,축하공연+ 안양꽃길걷기대회+ 안양꽃길그리기+ 어린이벼룩시장+ 거리공연+ 체험부스 등,안양시+안양충훈벚꽃축제추진위원회,031-687-0500,경기도 안양시 만안구 석수로 159,37.40461526,126.8961574
1081,2018 안양충훈벚꽃축제,안양충훈2교일대,2018-04-07,2018-04-15,축하공연+ 안양꽃길걷기대회+ 안양꽃길그리기+ 어린이벼룩시장+ 거리공연+ 체험부스 등,안양시+안양충훈벚꽃축제추진위원회,031-687-0500,경기도 안양시 만안구 석수로 159,37.40461526,126.8961574
987,금천하모니축제 2021,금천구청 광장 일대,2023-05-12,2023-05-14,메인공연 및 주민탈춤 퍼포먼스+안양천 빛길 조성+플리마켓 등,서울특별시 금천구청+금천문화재단,02-2627-1442,서울특별시 금천구 시흥대로73길 70,37.45706565,126.8960369
313,광주프린지페스티벌 비엔날레 광장,광주광역시 북구 비엔날레전시관 광장,2021-09-04,2021-09-10,문화로 찾아가는 우리 동네 희망예술가+각 회차별 다양한 공연+체험활동 및 플리마켓 진행,광주광역시,062-670-7967,광주광역시 북구 비엔날레로 111,35.18309828,126.8892087
315,빌라이트(Belight) in 북구 비엔날레 문화콘서트,광주광역시 북구 비엔날레전시관 광장,2021-07-03,2021-08-28,한여름밤의 문화산책+비엔날레 미디어파사드와 함께 즐겨요,문화체육관광부+광주광역시,062-410-8228,광주광역시 북구 비엔날레로 111,35.18309828,126.8892087
686,제 13회 광주비엔날레,광주광역시 북구 비엔날레전시관,2021-04-01,2021-05-09,떠오르는 마음 맞이하는 영혼,광주광역시+(재)광주비엔날레,062-608-4222,광주광역시 북구 비엔날레로 111,35.18309828,126.8892087
687,제 9회 광주디자인비엔날레,광주광역시 북구 비엔날레전시관,2021-09-01,2021-10-31,디-레볼루션(d-Revolution),광주광역시,062-611-5151,광주광역시 북구 비엔날레로 111,35.18309828,126.8892087
312,광주프린지페스티벌 광주기아챔피언스 필드,광주광역시 북구 광주기아챔피언스필드,2021-08-21,2021-08-27,문화로 찾아가는 우리 동네 희망예술가+각 회차별 다양한 공연+체험활동 및 플리마켓 진행,광주광역시,062-670-7967,광주광역시 북구 서림로 10,35.16942496,126.8888055
180,구로G페스티벌,서울특별시 구로구 안양천,2023-10-06,2023-10-08,구민이 주체가 되어 자발적으로 참여하는 구로구민을 위한 비대면 축제,서울특별시 구로구청,02-860-2282,서울특별시 구로구 가마산로 245,37.49551123,126.8882891
1026,금당산 신년맞이행사,광주광역시 남구 진월동 금당산 정상,2021-01-01,2021-01-01,신년맞이행사,광주광역시 남구,062-651-9020,광주광역시 남구 회재로1140-23,35.12825676,126.888223
152,소하도서관 책축제 팔짱+책을 품다,소하도서관 광장+한내천 일대,2016-04-15,2016-04-15,프리마켓+책축제+전시+공연+체험,광명시청,02-2680-0926,경기도 광명시 소하일로 7,37.44545884,126.8879928
979,백양단풍축제,국립공원 백암산+백양사 일원,2022-10-29,2022-10-30,공연+체험+판매행사 등,전라남도 장성군,061-390-7240,전라남도 장성군 북하면 백양로 1239,35.43972586,126.8828597
690,광주 프린지페스티벌 유스퀘어광장,유스퀘어광장,2021-08-14,2021-08-14,"공연, 체험활동 및 플리마켓",광주광역시,062-670-7967,광주광역시 서구 무진대로 904,35.16057564,126.8798721
587,화순운주문화축제,도암면 운주사 일원,2022-08-01,2022-11-01,그림그리기 대회+청소년 댄스 경연+마을밴드 공연+선사음악회+사진전+민속놀이 체험,전라남도 화순군청+화순운주문화축제추진위원회,061-379-5082,전라남도 화순군 도암면 천태로 91-20,34.91804535,126.8776541
833,2022년 제6회 파리공원문화축제,파리공원,2022-10-22,2022-10-22,자치회관프로그램발표+꼬마장터+체험부스,서울특별시 양천구청 목5동,02-2620-4026,서울특별시 양천구 목동동로 363 (목동),37.53447803,126.8771459
314,광주프린지페스티벌 양산호수공원,광주광역시 북구 양산호수공원,2021-09-25,2021-10-01,문화로 찾아가는 우리 동네 희망예술가+각 회차별 다양한 공연+체험활동 및 플리마켓 진행,광주광역시,062-670-7967,광주광역시 북구 하서로 311,35.20276943,126.8736492
160,제27회 오리문화제,광명시민체육관 등,2018-08-31,2018-09-01,오리이원익 영우참배+헌화식+전시+체험마당+재현행사 등,광명시청,02-2618-5800,경기도 광명시 철망산로 42,37.4674687,126.8732102
499,제28회 오리문화제,광명시민체육관 등,2019-05-31,2019-06-01,오리이원익 영우참배+토크콘서트+전시+체험마당+재현행사 등,광명시청,02-2618-5800,경기도 광명시 철망산로 42,37.4674687,126.8732102
500,제29회 오리문화제,광명극장 등,2021-10-09,2021-10-10,오리이원익 영우참배+헌화식+오리이원익 청렴 토크콘서트 및 퀴즈대회+메타버스축제장에서 만남 오리 이원익 등,광명시청,02-2618-5800,경기도 광명시 철망산로 42,37.4674687,126.8732102
501,농악대축제,광명문화원 공연장,2021-10-13,2021-10-13,전국학생농악경연대회(비대면)+개최공연 등,광명시청,02-899-1664,경기도 광명시 철망산로 42,37.4674687,126.8732102
714,제26회 오리문화제,광명시민체육관,2017-05-18,2017-05-20,오리이원익 영우참배+헌화식+전시+체험마당+먹거리장터+학술행사 등,광명시청,02-2680-6223,경기도 광명시 철망산로 42,37.4674687,126.8732102
151,농악대축제,시민운동장,2017-10-20,2017-10-22,농악행사,광명시청,02-899-1664,경기도 광명시 오리로 703,37.46251993,126.8711626
154,구름산예술제,시민체육관,2018-08-31,2018-09-02,예술 전시+부대행사,광명시청,02-2680-6871,경기도 광명시 오리로 703,37.46251993,126.8711626
707,농악대축제,시민운동장,2016-10-22,2016-10-23,농악행사,광명시청,02-899-1664,경기도 광명시 오리로 703,37.46251993,126.8711626
708,농악대축제,시민운동장,2015-10-17,2015-10-18,농악행사,광명시청,02-899-1664,경기도 광명시 오리로 703,37.46251993,126.8711626
158,구름산예술제,시민체육관,2019-05-11,2019-05-12,예술 전시+부대행사,광명시청,02-2680-6229,경기도 광명시 오리로 703,37.46251993,126.8711626
290,제33회 율곡문화제,율곡이이유적지 등,2023-10-14,2023-10-15,추향제+방방례+유가행렬 등,경기도 파주시청,031-940-4351,경기도 파주시 법원읍 자운서원로 204,37.866127,126.8709854
159,구름산예술제,광명문화예술교육지원센터 광명극장,2021-10-09,2021-10-10,예술 전시+부대행사,광명시청,02-2680-6229,경기도 광명시 철망산로 2,37.46676411,126.8699008
156,평생학습도시 선언 20주년 컨퍼런스,광명시평생학습원,2019-11-01,2019-11-01,평생학습도시 선언 20주년 컨퍼런스+전시,광명시청,02-2680-2549,경기도 광명시 오리로854번길 10,37.4743772,126.8684796
710,제14회 광명시평생학습축제,광명시 전역,2015-09-07,2015-09-20,학술 컨퍼런스 외,광명시청,02-2680-6200,경기도 광명시 오리로854번길 10,37.4743772,126.8684796
713,제16회 광명시평생학습축제,광명시 전역,2017-09-09,2017-09-23,학술 컨퍼런스 외,광명시청,02-2680-6200,경기도 광명시 오리로854번길 10,37.47436903,126.8684667
832,2022 양천 창의교육 축제 X 과학체험한마당,양천공원+해누리타운2층,2022-10-14,2022-10-15,각종교육체험+특강+전시+공연+놀이마당,서울특별시 양천구청,02-2620-4626,서울특별시 양천구 목동동로 지하 111 (신정동),37.51828131,126.8681124
157,2022 페스티벌 광명,철산역 8차선도로,2022-10-08,2022-10-09,문화백신 기획축제(개막프로그램+제작프로그램+시민참여프로그램+광대전 등),광명시청,02-2680-2162,경기도 광명시 철산로 13,37.4762,126.8677
153,농악대축제,시민운동장,2018-10-27,2018-10-28,농악행사,광명시청,02-899-1664,경기도 광명시 시청로 20,37.47909912,126.8648475
709,구름산예술제,시민회관,2015-10-17,2015-10-18,예술전시+행사,광명시청,02-2680-6871,경기도 광명시 시청로 20,37.47909912,126.8648475
712,구름산예술제,시민회관,2016-10-22,2016-10-23,예술전시+행사,광명시청,02-2680-6871,경기도 광명시 시청로 20,37.47909912,126.8648475
715,구름산예술제,시민회관,2017-09-23,2017-09-24,예술전시+행사,광명시청,02-2680-6871,경기도 광명시 시청로 20,37.47909912,126.8648475
764,양천구 해우리문화축제 <바람난 양천>,양천문화회관+양천공원,2022-10-07,2022-10-24,각종 문화체험활동+시가 함께하는 콘서트+댄싱페스티벌,서울특별시 양천구청,02-2021-8906,서울특별시 양천구 목동서로 367 (신정동),37.51652358,126.8633426
711,제2회 밤일음식문화 거리 축제,밤일음식문화거리 내,2016-06-10,2016-06-10,음식점할인행사+무료시식+노래자랑+초대공연 등,광명시청,02-2680-5484,경기도 광명시 밤일안로 19,37.45285081,126.8630687
235,제3회 상록수문화제,본오3동공영주차장+상록수공원 및 샘골로 일대,2015-09-19,2015-09-19,기념음악회+ 체험박람회+ 작품발표회+ 사생대회 등,경기도 안산시청,031-481-3040,경기도 안산시 상록구 샘골서길 64,37.299644,126.8627402
566,제2회 상록수문화제,상록수공원 및 샘골로 일대,2014-09-27,2014-09-27,기념음악회+ 체험박람회+ 작품발표회+ 사생대회 등,경기도 안산시청,031-481-3040,경기도 안산시 상록구 샘골서길 64,37.299644,126.8627402
598,제1회 상록수문화제,상록수공원 및 샘골로 일대,2013-08-31,2013-08-31,기념음악회+ 체험박람회+ 작품발표회+ 사생대회 등,경기도 안산시청,031-481-3040,경기도 안산시 상록구 샘골서길 64,37.299644,126.8627402
937,제5회 상록수문화제,본오3동공영주차장+상록수공원 및 샘골로 일대,2017-09-16,2017-09-16,기념음악회+ 체험박람회+ 작품발표회+ 거리퍼레이드 등,경기도 안산시청,031-481-3040,경기도 안산시 상록구 샘골서길 64,37.299644,126.8627402
940,제6회 상록수문화제,본오3동공영주차장+ 매화길+ 상록수역 앞 광장,2018-09-15,2018-09-15,기념음악회+ 체험박람회+ 작품발표회+ 거리퍼레이드 등,경기도 안산시청,031-481-3040,경기도 안산시 상록구 샘골서길 64,37.299644,126.8627402
942,제7회 상록수문화제,최용신기념관+상록수공원,2019-10-26,2019-10-26,공연+전시+체험 등,경기도 안산시청,031-481-3040,경기도 안산시 상록구 샘골서길 64,37.299644,126.8627402
948,제8회 상록수문화제,최용신기념관+상록수공원,2021-10-26,2021-10-26,공연+체험 등,경기도 안산시청,031-481-3040,경기도 안산시 상록구 샘골서길 64,37.299644,126.8627402
949,제9회 상록수문화제,최용신기념관+상록수공원,2022-10-01,2022-10-01,기념음악회+전시+체험 등,경기도 안산시청,031-481-3040,경기도 안산시 상록구 샘골서길 64,37.299644,126.8627402
1099,제4회 상록수문화제,본오3동공영주차장+상록수공원 및 샘골로 일대,2016-09-10,2016-09-10,기념음악회+ 체험박람회+ 작품발표회+ 거리퍼레이드 등,경기도 안산시청,031-481-3040,경기도 안산시 상록구 샘골서길 64,37.299644,126.8627402
1380,제33회 정읍사문화제,정읍사문화공원 일원,2022-09-24,2022-09-25,기념행사+공연행사+부대행사+체험행사,전라북도 정읍시청,063-539-5173,전라북도 정읍시 정읍사로 541,35.55073195,126.8615755
975,청산도슬로걷기축제,청산도일원,2022-04-09,2022-05-08,나비야청산가자+명사와 함께걷기힐링토크 등,전라남도 완도군청,061-550-5433,전라남도 완도군 청산면 청산로 46,34.17971074,126.8577891
1202,제30회 물왕예술제(산현공원),산현공원,2023-05-05,2023-05-07,"물왕예술제(청년예술가 공연, 음악 국악공연)",경기도 시흥시청,031-310-6730,경기도 시흥시 목감남서로15,37.375454,126.8511808
1007,제23회 칠갑산장승문화축제,칠갑산장승공원,2022-10-29,2022-10-30,대장승퍼레이드+장승대제+전통 장승깎기,칠갑산장승문화축제추진위원회,041-940-2193,충청남도 청양군 대치면 장곡길119-17,36.40982229,126.8501828
155,제7회 목감천 친환경 축제,우리공원,2019-05-25,2019-05-25,주민자치프로그램 공연+목감천 가요제 등,목감천친환경축제위원회,02-2680-6672,경기도 광명시 광명로791번길 6,37.4710361,126.8486332
560,예산장터삼국축제,예산전통시장내 백종원거리 일원,2023-10-13,2023-10-19,"예산의 국화, 국밥, 국수의 맛과 멋을 찾아 예산장터로 떠나는 가을여행축제",충청남도 예산군청,041-339-7317,충청남도 예산군 예산읍 천변로 160,36.67611933,126.8479256
90,광주 프린지 페스티벌 광산구 쌍암공원,광주광역시 광산구 쌍암공원,2021-09-11,2021-09-11,"예술작품, 체험, 플리마켓, 야외공연",광주광역시,062-670-7983,광주광역시 광산구 첨단중앙로182번길 39,35.22222807,126.8442514
689,광주 프린지페스티벌 김대중컨벤션센터,김대중컨벤션센터 광장,2021-07-03,2021-07-03,"공연, 체험활동 및 플리마켓",광주광역시,062-670-7967,광주광역시 서구 상무누리로 30,35.14677706,126.8404805
84,장 담그는날 행사,광주광역시 남구 콩 종합센터,2022-01-29,2022-02-27,장담그기,저절로 소비자 생활협동조합,062-385-0455,광주광역시 남구 압촌길78,35.09241574,126.8386216
1027,광주 칠석 고싸움놀이,광주광역시 남구 칠석동 고싸움 놀이테마파크,2022-02-15,2022-02-15,고싸움놀이,광주 칠석 고싸움 놀이 보존회,062-374-3839,광주광역시 남구 칠석길28,35.07041066,126.8384016
34,고싸움놀이축제,칠석동 고싸움놀이테마파크,2022-11-11,2022-11-13,고싸움놀이 시연+무형문화재 초청공연+민속놀이 체험,광주칠석고싸움놀이보존회,062-607-2315,광주광역시 남구 고싸움로 2,35.069718,126.8375167
448,제27회 표선해변 하얀모래축제,표선해수욕장 일대,2022-07-30,2022-07-31,축하공연+노래자랑+광어맨손잡기 등,표선리마을회,064-760-4438,제주특별자치도 서귀포시 표선면 표선리 464-3,33.32847277,126.8365477
1379,제55회 황토현동학농민혁명기념제,구민사 및 갑오동학혁명기념탑,2022-05-07,2022-05-08,기념식+공식제례+청소년축전+연계행사+체험행사,전라북도 정읍시청,063-539-5433,전라북도 정읍시 덕천면 동학로 742,35.63370584,126.8301188
234,여르미오페스티벌,안산시 문화광장,2015-08-08,2015-08-08,대중예술축제,안산문화재단,031-481-4030,경기도 안산시 단원구 광덕대로 157,37.310742,126.829822
236,안산국제거리극축제,안산시 문화광장,2016-05-05,2016-05-08,순수예술축제,경기도 안산시청,031-481-4030,경기도 안산시 단원구 광덕대로 157,37.310742,126.829822
567,안산국제거리극축제,안산시 문화광장,2015-05-01,2015-05-03,순수예술축제,경기도 안산시청,031-481-4030,경기도 안산시 단원구 광덕대로 157,37.310742,126.829822
936,안산국제거리극축제,안산문화광장 및 안산시 일대,2017-05-05,2017-05-07,순수예술축제,경기도 안산시청,031-481-0531,경기도 안산시 단원구 광덕대로 157,37.310742,126.829822
938,안산국제거리극축제,안산문화광장 및 안산시 일대,2018-05-05,2018-05-07,순수예술축제,경기도 안산시청,031-481-0531,경기도 안산시 단원구 광덕대로 157,37.310742,126.829822
941,안산국제거리극축제,안산문화광장 및 안산시 일대,2019-05-04,2019-05-06,순수예술축제,경기도 안산시청,031-481-0531,경기도 안산시 단원구 광덕대로 157,37.310742,126.829822
947,안산국제거리극축제,안산문화광장 및 안산시 일대,2022-05-05,2022-05-08,순수예술축제,경기도 안산시청,031-481-0536,경기도 안산시 단원구 광덕대로 157,37.310742,126.829822
950,안산국제거리극축제,안산문화광장 및 안산시 일대,2023-05-05,2023-05-07,순수예술축제,경기도 안산시청,031-481-0536,경기도 안산시 단원구 광덕대로 157,37.310742,126.829822
302,영산강 서창들녁 억새축제,영산강(극락교~서창교 3.5km)일원,2023-10-13,2023-10-22,공식행사+걷기행사+생태환경콘서트+억새생태포토존+체험행사 등,광주광역시 서구,062-350-4792,광주광역시 서구 서창둑길 377,35.13849306,126.8287574
13,영산강 서창들녘 억새축제,영산강 친수공원 일대(영산강 자전거길 안내센터 앞),2022-10-07,2022-10-10,"공식행사, 포토존, 비대면 공연, 온라인전시, 부대행사, 재활용 아트 컨테스트, 서창들녘 낙조투어 등",광주광역시 서구,062-350-4792,광주광역시 서구 서창둑길 377,35.13849414,126.8287286
688,제6회 영산강 서창들녘 억새축제,영산강 친수공원 일대(영산강 자전거길 안내센터 앞),2021-10-07,2021-10-10,"공식행사, 포토존, 비대면 공연, 온라인전시, 부대행사, 재활용 아트 컨테스트, 서창들녘 낙조투어 등",광주광역시 서구,062-350-4792,광주광역시 서구 서창둑길 377,35.13849414,126.8287286
293,제35회 고양행주문화제,행주산성 및 행주산성 역사공원,2023-05-19,2023-05-21,행주투석전+뮤지컬행주대첩+불꽃드론쇼+수상불꽃놀이+대첩마을 테마존+일로지움 전시 등,경기도 고양시청,031-960-9684,경기도 고양시 덕양구 행주로 15번길 89,37.59610775,126.8287118
297,당진해나루농특산물한마당행사,삽교천체육공원,2022-11-11,2022-11-11,농업인의날 기념식및 시상+난타공연+읍면노래자랑,당진해나루쌀농특산물한마당추진위원회,041-350-4744,충청남도 당진시 신평면 삽교천3길 79,36.89061045,126.8244109
811,삽교호조개구이축제(취소),삽교호 관광지 일원,2022-01-01,2022-12-31,바지락 빨리까기+삽교호 일몰여행+수산물 깜짝 경매+불꽃놀이,삽교호번영회,041-363-6680,충청남도 당진시 신평면 삽교천3길 79,36.89061045,126.8244109
939,여르미오페스티벌,안산시 문화광장,2018-08-04,2018-08-04,대중예술축제,안산문화재단,031-481-4030,경기도 안산시 단원구 화랑로 312,37.318426,126.823108
944,여르미오페스티벌,안산문화예술의전당 야외 광장 일대,2019-08-10,2019-08-10,대중예술축제,안산문화재단,031-481-4030,경기도 안산시 단원구 화랑로 312,37.318426,126.823108
945,여르미오페스티벌,안산문화예술의전당 야외 광장 일대,2021-07-31,2021-08-14,대중예술축제,안산문화재단,031-481-4030,경기도 안산시 단원구 화랑로 312,37.318426,126.823108
946,여르미오페스티벌,안산문화예술의전당 야외 광장 일대,2022-09-03,2022-09-03,대중예술축제,안산문화재단,031-481-4030,경기도 안산시 단원구 화랑로 312,37.318426,126.823108
1047,여르미오페스티벌,안산문화예술의전당 야외 광장 일대,2023-08-19,2023-08-19,대중예술축제,안산문화재단,031-481-4030,경기도 안산시 단원구 화랑로 312,37.318426,126.823108
1098,여르미오페스티벌,안산시 문화광장,2016-08-13,2016-08-13,대중예술축제,안산문화재단,031-481-4030,경기도 안산시 단원구 화랑로 312,37.318426,126.823108
943,안산국제거리극축제,안산문화예술의전당,2021-10-05,2021-10-10,순수예술축제,경기도 안산시청,031-481-0531,경기도 안산시 단원구 화랑로 312(고잔동),37.31842647,126.8231075
